Material,Date,Cost (kg)
ABS,2021-01-24 16:30:00,$28.2
ABS,2021-01-24 16:45:00,$23.0
ABS,2021-01-24 17:00:00,$34.0
ABS,2021-01-24 17:15:00,$34.4
ABS,2021-01-24 17:30:00,$32.4
ABS,2021-01-24 17:45:00,$22.8
ABS,2021-01-24 18:00:00,$26.6
ABS,2021-01-24 18:15:00,$20.2
ABS,2021-01-24 18:30:00,$21.0
ABS,2021-01-24 18:45:00,$19.0
ABS,2021-01-24 19:00:00,$27.2
ABS,2021-01-24 19:15:00,$23.2
ABS,2021-01-24 19:30:00,$26.2
PLA,2021-01-24 19:45:00,$13.0
PLA,2021-01-25 09:45:00,$2.6
PLA,2021-01-25 10:00:00,$0.2
PLA,2021-01-25 10:15:00,$6.2
PLA,2021-01-25 10:30:00,$13.4
ABS,2021-01-25 10:45:00,$18.0
ABS,2021-01-25 11:00:00,$35.2
ABS,2021-01-25 11:15:00,$20.6
ABS,2021-01-25 11:30:00,$34.4
ABS,2021-01-25 11:45:00,$26.6
ABS,2021-01-25 12:00:00,$25.2
ABS,2021-01-25 12:15:00,$21.0
ABS,2021-01-25 12:30:00,$37.4
ABS,2021-01-25 12:45:00,$28.0
ABS,2021-01-25 13:00:00,$30.6
ABS,2021-01-25 13:15:00,$22.0
ABS,2021-01-25 13:30:00,$25.6
ABS,2021-01-25 13:45:00,$28.8
ABS,2021-01-25 14:00:00,$18.0
ABS,2021-01-25 14:15:00,$30.4
ABS,2021-01-25 14:30:00,$21.6
ABS,2021-01-25 14:45:00,$23.8
ABS,2021-01-25 15:00:00,$26.0
ABS,2021-01-25 15:15:00,$22.8
ABS,2021-01-25 15:30:00,$34.6
PLA,2021-01-25 15:45:00,$15.4
ABS,2021-01-25 16:00:00,$21.6
ABS,2021-01-25 16:15:00,$22.6
ABS,2021-01-25 16:30:00,$35.8
PLA,2021-01-25 16:45:00,$16.2
ABS,2021-01-25 17:00:00,$29.2
ABS,2021-01-25 17:15:00,$26.8
ABS,2021-01-25 17:30:00,$21.2
ABS,2021-01-25 17:45:00,$25.6
ABS,2021-01-25 18:00:00,$24.2
ABS,2021-01-25 18:15:00,$20.8
ABS,2021-01-25 18:30:00,$26.2
ABS,2021-01-25 18:45:00,$28.6
ABS,2021-01-25 19:00:00,$19.4
ABS,2021-01-25 19:15:00,$29.8
ABS,2021-01-25 19:30:00,$19.0
PLA,2021-01-25 19:45:00,$8.0
PLA,2021-01-25 20:00:00,$8.8
PLA,2021-01-27 09:45:00,$9.2
PLA,2021-01-27 10:00:00,$15.2
ABS,2021-01-27 10:15:00,$18.6
ABS,2021-01-27 10:30:00,$19.2
PLA,2021-01-27 10:45:00,$16.2
ABS,2021-01-27 11:00:00,$18.4
ABS,2021-01-27 11:15:00,$18.4
ABS,2021-01-27 11:30:00,$17.4
ABS,2021-01-27 11:45:00,$17.8
PLA,2021-01-27 12:00:00,$14.0
ABS,2021-01-27 12:15:00,$25.6
ABS,2021-01-27 12:30:00,$22.4
PLA,2021-01-27 12:45:00,$14.4
ABS,2021-01-27 13:00:00,$24.2
PLA,2021-01-27 13:15:00,$16.6
ABS,2021-01-27 13:30:00,$30.2
ABS,2021-01-27 13:45:00,$25.0
ABS,2021-01-27 14:00:00,$23.6
ABS,2021-01-27 14:15:00,$22.4
PLA,2021-01-27 14:30:00,$11.0
PLA,2021-01-27 14:45:00,$14.2
ABS,2021-01-27 15:00:00,$24.4
ABS,2021-01-27 15:15:00,$21.2
PLA,2021-01-27 15:30:00,$15.0
ABS,2021-01-27 15:45:00,$22.0
ABS,2021-01-27 16:00:00,$35.4
ABS,2021-01-27 16:15:00,$21.0
ABS,2021-01-27 16:30:00,$21.4
ABS,2021-01-27 16:45:00,$25.2
ABS,2021-01-27 17:00:00,$29.0
ABS,2021-01-27 17:15:00,$23.0
ABS,2021-01-27 17:30:00,$24.0
ABS,2021-01-27 17:45:00,$34.6
ABS,2021-01-27 18:00:00,$37.2
ABS,2021-01-27 18:15:00,$21.6
ABS,2021-01-27 18:30:00,$20.8
ABS,2021-01-27 18:45:00,$23.4
ABS,2021-01-27 19:00:00,$20.2
ABS,2021-01-27 19:15:00,$37.2
PLA,2021-01-27 19:30:00,$11.8
PLA,2021-01-27 19:45:00,$6.2
PLA,2021-01-27 20:00:00,$8.2
PLA,2021-01-27 20:15:00,$4.2
PLA,2021-01-28 09:45:00,$4.4
ABS,2021-01-28 10:00:00,$20.6
PLA,2021-01-28 10:15:00,$9.4
ABS,2021-01-28 10:30:00,$24.2
ABS,2021-01-28 10:45:00,$19.6
ABS,2021-01-28 11:00:00,$25.4
ABS,2021-01-28 11:15:00,$17.8
ABS,2021-01-28 11:30:00,$24.8
ABS,2021-01-28 11:45:00,$25.2
PLA,2021-01-28 12:00:00,$12.8
PLA,2021-01-28 12:15:00,$14.2
ABS,2021-01-28 12:30:00,$19.2
ABS,2021-01-28 12:45:00,$22.2
ABS,2021-01-28 13:00:00,$29.4
ABS,2021-01-28 13:15:00,$20.4
PLA,2021-01-28 13:30:00,$14.0
ABS,2021-01-28 13:45:00,$22.4
PLA,2021-01-28 14:00:00,$11.0
ABS,2021-01-28 14:15:00,$24.6
ABS,2021-01-28 14:30:00,$18.4
PLA,2021-01-28 14:45:00,$15.0
ABS,2021-01-28 15:00:00,$20.0
ABS,2021-01-28 15:15:00,$17.8
ABS,2021-01-28 15:30:00,$19.6
ABS,2021-01-28 15:45:00,$26.2
PLA,2021-01-28 16:00:00,$9.4
PLA,2021-01-28 16:15:00,$12.6
ABS,2021-01-28 16:30:00,$19.6
ABS,2021-01-28 16:45:00,$30.6
ABS,2021-01-28 17:00:00,$22.8
ABS,2021-01-28 17:15:00,$27.0
ABS,2021-01-28 17:30:00,$26.6
ABS,2021-01-28 17:45:00,$27.2
PLA,2021-01-28 18:00:00,$16.8
ABS,2021-01-28 18:15:00,$20.8
ABS,2021-01-28 18:30:00,$25.2
ABS,2021-01-28 18:45:00,$24.8
PLA,2021-01-28 19:00:00,$15.2
PLA,2021-01-28 19:15:00,$9.4
ABS,2021-01-28 19:30:00,$25.2
PLA,2021-01-28 19:45:00,$1.2
PLA,2021-01-29 09:45:00,$14.4
PLA,2021-01-29 10:00:00,$14.4
ABS,2021-01-29 10:15:00,$20.4
ABS,2021-01-29 10:30:00,$23.0
ABS,2021-01-29 10:45:00,$21.6
ABS,2021-01-29 11:00:00,$20.4
PLA,2021-01-29 11:15:00,$14.6
ABS,2021-01-29 11:30:00,$19.0
PLA,2021-01-29 11:45:00,$16.2
ABS,2021-01-29 12:00:00,$27.6
PLA,2021-01-29 12:15:00,$7.0
ABS,2021-01-29 12:30:00,$27.4
ABS,2021-01-29 12:45:00,$19.8
ABS,2021-01-29 13:00:00,$24.0
ABS,2021-01-29 13:15:00,$21.0
PLA,2021-01-29 13:30:00,$14.6
PLA,2021-01-29 13:45:00,$10.8
ABS,2021-01-29 14:00:00,$22.2
PLA,2021-01-29 14:15:00,$13.0
ABS,2021-01-29 14:30:00,$17.6
ABS,2021-01-29 14:45:00,$20.6
PLA,2021-01-29 15:00:00,$13.2
ABS,2021-01-29 15:15:00,$31.2
ABS,2021-01-29 15:30:00,$25.4
PLA,2021-01-29 15:45:00,$9.2
ABS,2021-01-29 16:00:00,$22.0
ABS,2021-01-29 16:15:00,$18.2
ABS,2021-01-29 16:30:00,$28.6
PLA,2021-01-29 16:45:00,$15.4
ABS,2021-01-29 17:00:00,$29.8
ABS,2021-01-29 17:15:00,$24.2
ABS,2021-01-29 17:30:00,$19.8
ABS,2021-01-29 17:45:00,$32.0
ABS,2021-01-29 18:00:00,$28.2
ABS,2021-01-29 18:15:00,$27.6
ABS,2021-01-29 18:30:00,$23.2
ABS,2021-01-29 18:45:00,$24.4
ABS,2021-01-29 19:00:00,$21.0
ABS,2021-01-29 19:15:00,$17.6
PLA,2021-01-29 19:30:00,$6.0
PLA,2021-01-30 09:30:00,$0.2
PLA,2021-01-30 09:45:00,$8.6
ABS,2021-01-30 10:00:00,$18.4
PLA,2021-01-30 10:15:00,$12.4
ABS,2021-01-30 10:30:00,$22.4
ABS,2021-01-30 10:45:00,$18.4
PLA,2021-01-30 11:00:00,$11.0
ABS,2021-01-30 11:15:00,$28.2
ABS,2021-01-30 11:30:00,$19.2
ABS,2021-01-30 11:45:00,$30.6
PLA,2021-01-30 12:00:00,$15.8
ABS,2021-01-30 12:15:00,$29.8
ABS,2021-01-30 12:30:00,$20.8
ABS,2021-01-30 12:45:00,$22.6
ABS,2021-01-30 13:00:00,$24.8
PLA,2021-01-30 13:15:00,$16.2
PLA,2021-01-30 13:30:00,$15.4
ABS,2021-01-30 13:45:00,$25.2
PLA,2021-01-30 14:00:00,$16.6
PLA,2021-01-30 14:15:00,$15.2
PLA,2021-01-30 14:30:00,$12.4
ABS,2021-01-30 14:45:00,$19.6
PLA,2021-01-30 15:00:00,$15.0
ABS,2021-01-30 15:15:00,$20.8
ABS,2021-01-30 15:30:00,$30.8
ABS,2021-01-30 15:45:00,$25.0
ABS,2021-01-30 16:00:00,$17.8
PETG,2021-01-30 16:15:00,$17.0
ABS,2021-01-30 16:30:00,$25.4
ABS,2021-01-30 16:45:00,$23.0
ABS,2021-01-30 17:00:00,$23.6
ABS,2021-01-30 17:15:00,$18.0
ABS,2021-01-30 17:30:00,$26.0
ABS,2021-01-30 17:45:00,$28.0
ABS,2021-01-30 18:00:00,$32.8
ABS,2021-01-30 18:15:00,$36.2
ABS,2021-01-30 18:30:00,$29.4
ABS,2021-01-30 18:45:00,$17.4
ABS,2021-01-30 19:00:00,$20.8
ABS,2021-01-30 19:15:00,$25.4
ABS,2021-01-30 19:30:00,$25.6
PLA,2021-01-31 10:00:00,$10.8
PLA,2021-01-31 10:15:00,$10.4
ABS,2021-01-31 10:30:00,$22.6
ABS,2021-01-31 10:45:00,$29.2
ABS,2021-01-31 11:00:00,$27.0
PLA,2021-01-31 11:15:00,$13.4
ABS,2021-01-31 11:30:00,$27.8
ABS,2021-01-31 11:45:00,$21.2
PETG,2021-01-31 12:00:00,$17.0
ABS,2021-01-31 12:15:00,$44.2
ABS,2021-01-31 12:30:00,$22.6
ABS,2021-01-31 12:45:00,$27.2
ABS,2021-01-31 13:00:00,$32.0
ABS,2021-01-31 13:15:00,$21.8
ABS,2021-01-31 13:30:00,$27.8
ABS,2021-01-31 13:45:00,$22.8
ABS,2021-01-31 14:00:00,$34.8
ABS,2021-01-31 14:15:00,$24.4
ABS,2021-01-31 14:30:00,$23.6
ABS,2021-01-31 14:45:00,$29.8
ABS,2021-01-31 15:00:00,$32.4
ABS,2021-01-31 15:15:00,$25.2
ABS,2021-01-31 15:30:00,$27.8
ABS,2021-01-31 15:45:00,$27.0
ABS,2021-01-31 16:00:00,$31.0
ABS,2021-01-31 16:15:00,$29.8
ABS,2021-01-31 16:30:00,$34.4
ABS,2021-01-31 16:45:00,$32.2
ABS,2021-01-31 17:00:00,$36.4
ABS,2021-01-31 17:15:00,$36.8
ABS,2021-01-31 17:30:00,$30.0
ABS,2021-01-31 17:45:00,$26.2
ABS,2021-01-31 18:00:00,$26.6
ABS,2021-01-31 18:15:00,$38.2
ABS,2021-01-31 18:30:00,$23.8
ABS,2021-01-31 18:45:00,$39.6
ABS,2021-01-31 19:00:00,$36.8
ABS,2021-01-31 19:15:00,$23.6
ABS,2021-01-31 19:30:00,$28.6
PLA,2021-01-31 19:45:00,$14.6
PLA,2021-02-01 09:45:00,$6.0
PLA,2021-02-01 10:00:00,$7.2
ABS,2021-02-01 10:15:00,$22.2
ABS,2021-02-01 10:30:00,$28.4
ABS,2021-02-01 10:45:00,$26.4
ABS,2021-02-01 11:00:00,$37.6
ABS,2021-02-01 11:15:00,$29.8
ABS,2021-02-01 11:30:00,$30.2
ABS,2021-02-01 11:45:00,$27.0
ABS,2021-02-01 12:00:00,$31.8
ABS,2021-02-01 12:15:00,$27.0
ABS,2021-02-01 12:30:00,$25.8
ABS,2021-02-01 12:45:00,$29.0
ABS,2021-02-01 13:00:00,$24.8
ABS,2021-02-01 13:15:00,$35.4
ABS,2021-02-01 13:30:00,$38.0
ABS,2021-02-01 13:45:00,$35.6
ABS,2021-02-01 14:00:00,$28.8
ABS,2021-02-01 14:15:00,$32.0
ABS,2021-02-01 14:30:00,$39.8
ABS,2021-02-01 14:45:00,$32.0
ABS,2021-02-01 15:00:00,$31.2
ABS,2021-02-01 15:15:00,$27.8
ABS,2021-02-01 15:30:00,$26.0
ABS,2021-02-01 15:45:00,$35.4
ABS,2021-02-01 16:00:00,$33.6
PLA,2021-02-01 16:15:00,$16.4
PETG,2021-02-01 16:30:00,$17.0
ABS,2021-02-01 16:45:00,$27.0
ABS,2021-02-01 17:00:00,$27.8
ABS,2021-02-01 17:15:00,$30.4
ABS,2021-02-01 17:30:00,$28.4
ABS,2021-02-01 17:45:00,$32.2
ABS,2021-02-01 18:00:00,$30.0
ABS,2021-02-01 18:15:00,$34.4
ABS,2021-02-01 18:30:00,$42.0
ABS,2021-02-01 18:45:00,$22.8
ABS,2021-02-01 19:00:00,$27.4
ABS,2021-02-01 19:15:00,$22.4
ABS,2021-02-01 19:30:00,$18.0
PLA,2021-02-01 19:45:00,$15.6
PLA,2021-02-01 20:00:00,$9.0
PLA,2021-02-03 09:45:00,$1.0
PLA,2021-02-03 10:00:00,$16.8
ABS,2021-02-03 10:15:00,$23.0
PLA,2021-02-03 10:30:00,$13.8
PLA,2021-02-03 10:45:00,$15.8
ABS,2021-02-03 11:00:00,$25.8
PLA,2021-02-03 11:15:00,$11.8
ABS,2021-02-03 11:30:00,$26.4
ABS,2021-02-03 11:45:00,$26.8
ABS,2021-02-03 12:00:00,$26.4
ABS,2021-02-03 12:15:00,$27.6
ABS,2021-02-03 12:30:00,$29.4
ABS,2021-02-03 12:45:00,$31.6
ABS,2021-02-03 13:00:00,$30.8
ABS,2021-02-03 13:15:00,$31.4
ABS,2021-02-03 13:30:00,$27.8
ABS,2021-02-03 13:45:00,$25.8
PLA,2021-02-03 14:00:00,$16.6
PLA,2021-02-03 14:15:00,$9.6
ABS,2021-02-03 14:30:00,$21.0
PLA,2021-02-03 14:45:00,$15.0
ABS,2021-02-03 15:00:00,$30.2
ABS,2021-02-03 15:15:00,$21.2
ABS,2021-02-03 15:30:00,$25.4
ABS,2021-02-03 15:45:00,$36.8
ABS,2021-02-03 16:00:00,$20.2
ABS,2021-02-03 16:15:00,$22.0
ABS,2021-02-03 16:30:00,$24.4
ABS,2021-02-03 16:45:00,$26.2
ABS,2021-02-03 17:00:00,$24.0
ABS,2021-02-03 17:15:00,$44.0
PLA,2021-02-03 17:30:00,$13.2
ABS,2021-02-03 17:45:00,$25.4
ABS,2021-02-03 18:00:00,$29.4
ABS,2021-02-03 18:15:00,$31.4
ABS,2021-02-03 18:30:00,$27.8
ABS,2021-02-03 18:45:00,$24.2
ABS,2021-02-03 19:00:00,$22.8
PLA,2021-02-03 19:15:00,$16.4
PLA,2021-02-03 19:30:00,$11.2
PLA,2021-02-03 19:45:00,$5.4
PLA,2021-02-03 20:00:00,$3.6
PLA,2021-02-04 10:00:00,$4.2
PLA,2021-02-04 10:15:00,$11.2
PLA,2021-02-04 10:30:00,$10.0
ABS,2021-02-04 10:45:00,$19.6
PLA,2021-02-04 11:00:00,$12.0
ABS,2021-02-04 11:15:00,$22.8
PLA,2021-02-04 11:30:00,$12.6
ABS,2021-02-04 11:45:00,$21.8
PLA,2021-02-04 12:00:00,$14.0
ABS,2021-02-04 12:15:00,$24.4
PLA,2021-02-04 12:30:00,$14.6
ABS,2021-02-04 12:45:00,$25.4
PLA,2021-02-04 13:00:00,$6.6
ABS,2021-02-04 13:15:00,$20.2
PLA,2021-02-04 13:30:00,$10.8
ABS,2021-02-04 13:45:00,$28.2
PLA,2021-02-04 14:00:00,$14.6
ABS,2021-02-04 14:15:00,$17.6
ABS,2021-02-04 14:30:00,$24.8
ABS,2021-02-04 14:45:00,$19.8
PLA,2021-02-04 15:00:00,$10.0
ABS,2021-02-04 15:15:00,$19.0
ABS,2021-02-04 15:30:00,$20.6
PLA,2021-02-04 15:45:00,$16.4
ABS,2021-02-04 16:00:00,$19.4
PLA,2021-02-04 16:15:00,$14.6
ABS,2021-02-04 16:30:00,$24.6
ABS,2021-02-04 16:45:00,$24.6
ABS,2021-02-04 17:00:00,$24.6
PLA,2021-02-04 17:15:00,$15.0
ABS,2021-02-04 17:30:00,$26.2
ABS,2021-02-04 17:45:00,$26.6
PLA,2021-02-04 18:00:00,$16.2
ABS,2021-02-04 18:15:00,$29.2
ABS,2021-02-04 18:30:00,$29.0
PLA,2021-02-04 18:45:00,$12.2
ABS,2021-02-04 19:00:00,$24.2
ABS,2021-02-04 19:15:00,$24.0
PLA,2021-02-04 19:30:00,$13.0
PLA,2021-02-04 19:45:00,$3.2
PLA,2021-02-05 09:45:00,$7.0
PLA,2021-02-05 10:00:00,$14.0
PLA,2021-02-05 10:15:00,$4.8
PLA,2021-02-05 10:30:00,$14.2
PETG,2021-02-05 10:45:00,$17.0
PLA,2021-02-05 11:00:00,$10.4
ABS,2021-02-05 11:15:00,$22.4
ABS,2021-02-05 11:30:00,$19.0
PLA,2021-02-05 11:45:00,$16.6
ABS,2021-02-05 12:00:00,$28.2
PETG,2021-02-05 12:15:00,$17.0
PLA,2021-02-05 12:30:00,$13.4
PLA,2021-02-05 12:45:00,$11.4
PLA,2021-02-05 13:00:00,$15.8
PLA,2021-02-05 13:15:00,$9.2
ABS,2021-02-05 13:30:00,$19.0
ABS,2021-02-05 13:45:00,$22.2
ABS,2021-02-05 14:00:00,$19.8
PLA,2021-02-05 14:15:00,$16.0
ABS,2021-02-05 14:30:00,$17.8
ABS,2021-02-05 14:45:00,$21.2
PLA,2021-02-05 15:00:00,$11.6
ABS,2021-02-05 15:15:00,$20.2
PLA,2021-02-05 15:30:00,$13.0
ABS,2021-02-05 15:45:00,$21.2
ABS,2021-02-05 16:00:00,$27.0
ABS,2021-02-05 16:15:00,$24.2
ABS,2021-02-05 16:30:00,$21.2
PLA,2021-02-05 16:45:00,$15.8
ABS,2021-02-05 17:00:00,$24.0
PLA,2021-02-05 17:15:00,$9.8
PLA,2021-02-05 17:30:00,$10.2
ABS,2021-02-05 17:45:00,$26.8
ABS,2021-02-05 18:00:00,$20.8
PLA,2021-02-05 18:15:00,$14.6
ABS,2021-02-05 18:30:00,$23.6
PLA,2021-02-05 18:45:00,$14.8
ABS,2021-02-05 19:00:00,$17.8
ABS,2021-02-05 19:15:00,$23.6
PLA,2021-02-05 19:30:00,$0.2
PLA,2021-02-05 19:45:00,$1.4
ABS,2021-02-06 10:00:00,$18.6
PLA,2021-02-06 10:15:00,$11.0
ABS,2021-02-06 10:30:00,$22.0
ABS,2021-02-06 10:45:00,$28.4
ABS,2021-02-06 11:00:00,$19.6
ABS,2021-02-06 11:15:00,$21.0
ABS,2021-02-06 11:30:00,$17.8
PLA,2021-02-06 11:45:00,$15.8
ABS,2021-02-06 12:00:00,$20.0
ABS,2021-02-06 12:15:00,$18.4
ABS,2021-02-06 12:30:00,$24.2
PLA,2021-02-06 12:45:00,$8.2
PLA,2021-02-06 13:00:00,$9.0
ABS,2021-02-06 13:15:00,$21.8
PLA,2021-02-06 13:30:00,$15.6
PLA,2021-02-06 13:45:00,$8.2
ABS,2021-02-06 14:00:00,$19.2
PLA,2021-02-06 14:15:00,$9.2
ABS,2021-02-06 14:30:00,$19.6
ABS,2021-02-06 14:45:00,$28.4
ABS,2021-02-06 15:00:00,$26.8
ABS,2021-02-06 15:15:00,$26.8
ABS,2021-02-06 15:30:00,$20.2
ABS,2021-02-06 15:45:00,$22.6
ABS,2021-02-06 16:00:00,$20.0
PLA,2021-02-06 16:15:00,$14.6
PLA,2021-02-06 16:30:00,$16.2
ABS,2021-02-06 16:45:00,$21.2
PLA,2021-02-06 17:00:00,$16.2
ABS,2021-02-06 17:15:00,$18.4
ABS,2021-02-06 17:30:00,$32.0
ABS,2021-02-06 17:45:00,$18.0
ABS,2021-02-06 18:00:00,$32.0
ABS,2021-02-06 18:15:00,$24.6
ABS,2021-02-06 18:30:00,$18.4
PLA,2021-02-06 18:45:00,$16.6
PLA,2021-02-06 19:00:00,$12.2
PLA,2021-02-06 19:15:00,$14.4
PLA,2021-02-06 19:30:00,$11.4
PLA,2021-02-06 19:45:00,$0.8
PLA,2021-02-06 20:00:00,$0.6
ABS,2021-02-07 10:00:00,$20.8
ABS,2021-02-07 10:15:00,$36.8
ABS,2021-02-07 10:30:00,$18.8
ABS,2021-02-07 10:45:00,$32.2
PLA,2021-02-07 11:00:00,$16.2
ABS,2021-02-07 11:15:00,$19.2
ABS,2021-02-07 11:30:00,$26.6
ABS,2021-02-07 11:45:00,$19.4
ABS,2021-02-07 12:00:00,$21.6
ABS,2021-02-07 12:15:00,$22.6
ABS,2021-02-07 12:30:00,$36.0
ABS,2021-02-07 12:45:00,$18.8
ABS,2021-02-07 13:00:00,$22.4
ABS,2021-02-07 13:15:00,$27.8
ABS,2021-02-07 13:30:00,$19.6
ABS,2021-02-07 13:45:00,$28.2
ABS,2021-02-07 14:00:00,$27.0
PLA,2021-02-07 14:15:00,$16.8
ABS,2021-02-07 14:30:00,$32.4
ABS,2021-02-07 14:45:00,$17.4
PLA,2021-02-07 15:00:00,$15.8
ABS,2021-02-07 15:15:00,$23.0
ABS,2021-02-07 15:30:00,$19.6
ABS,2021-02-07 15:45:00,$28.2
ABS,2021-02-07 16:00:00,$29.2
ABS,2021-02-07 16:15:00,$36.0
ABS,2021-02-07 16:30:00,$36.8
ABS,2021-02-07 16:45:00,$28.4
ABS,2021-02-07 17:00:00,$18.0
ABS,2021-02-07 17:15:00,$31.0
ABS,2021-02-07 17:30:00,$32.0
ABS,2021-02-07 17:45:00,$37.6
ABS,2021-02-07 18:00:00,$20.8
ABS,2021-02-07 18:15:00,$28.2
ABS,2021-02-07 18:30:00,$36.2
ABS,2021-02-07 18:45:00,$36.6
ABS,2021-02-07 19:00:00,$22.2
ABS,2021-02-07 19:15:00,$23.8
ABS,2021-02-07 19:30:00,$27.6
PLA,2021-02-07 19:45:00,$13.4
PLA,2021-02-08 09:45:00,$1.4
ABS,2021-02-08 10:00:00,$31.0
ABS,2021-02-08 10:15:00,$28.0
ABS,2021-02-08 10:30:00,$24.0
ABS,2021-02-08 10:45:00,$23.8
ABS,2021-02-08 11:00:00,$34.8
ABS,2021-02-08 11:15:00,$33.6
ABS,2021-02-08 11:30:00,$30.6
ABS,2021-02-08 11:45:00,$26.8
ABS,2021-02-08 12:00:00,$29.8
ABS,2021-02-08 12:15:00,$24.2
ABS,2021-02-08 12:30:00,$28.6
ABS,2021-02-08 12:45:00,$31.0
ABS,2021-02-08 13:00:00,$22.8
ABS,2021-02-08 13:15:00,$44.4
ABS,2021-02-08 13:30:00,$31.0
ABS,2021-02-08 13:45:00,$28.2
ABS,2021-02-08 14:00:00,$29.2
ABS,2021-02-08 14:15:00,$31.6
ABS,2021-02-08 14:30:00,$23.8
ABS,2021-02-08 14:45:00,$27.0
ABS,2021-02-08 15:00:00,$29.6
ABS,2021-02-08 15:15:00,$25.0
ABS,2021-02-08 15:30:00,$29.2
ABS,2021-02-08 15:45:00,$38.2
ABS,2021-02-08 16:00:00,$31.2
ABS,2021-02-08 16:15:00,$22.4
ABS,2021-02-08 16:30:00,$28.6
ABS,2021-02-08 16:45:00,$35.6
ABS,2021-02-08 17:00:00,$21.0
ABS,2021-02-08 17:15:00,$23.4
ABS,2021-02-08 17:30:00,$40.6
ABS,2021-02-08 17:45:00,$31.0
ABS,2021-02-08 18:00:00,$35.4
ABS,2021-02-08 18:15:00,$28.4
ABS,2021-02-08 18:30:00,$19.0
ABS,2021-02-08 18:45:00,$30.2
ABS,2021-02-08 19:00:00,$22.8
ABS,2021-02-08 19:15:00,$31.8
ABS,2021-02-08 19:30:00,$18.6
PLA,2021-02-08 19:45:00,$4.6
PLA,2021-02-10 09:45:00,$12.8
ABS,2021-02-10 10:00:00,$17.6
ABS,2021-02-10 10:15:00,$17.2
ABS,2021-02-10 10:30:00,$21.4
ABS,2021-02-10 10:45:00,$19.4
ABS,2021-02-10 11:00:00,$20.0
ABS,2021-02-10 11:15:00,$24.2
ABS,2021-02-10 11:30:00,$21.0
PLA,2021-02-10 11:45:00,$16.8
ABS,2021-02-10 12:00:00,$19.0
ABS,2021-02-10 12:15:00,$27.2
ABS,2021-02-10 12:30:00,$20.2
ABS,2021-02-10 12:45:00,$31.0
ABS,2021-02-10 13:00:00,$35.8
ABS,2021-02-10 13:15:00,$28.2
ABS,2021-02-10 13:30:00,$24.0
PLA,2021-02-10 13:45:00,$10.0
PLA,2021-02-10 14:00:00,$14.6
PLA,2021-02-10 14:15:00,$15.8
ABS,2021-02-10 14:30:00,$23.0
PLA,2021-02-10 14:45:00,$13.0
ABS,2021-02-10 15:00:00,$35.8
ABS,2021-02-10 15:15:00,$38.0
ABS,2021-02-10 15:30:00,$30.2
ABS,2021-02-10 15:45:00,$25.2
ABS,2021-02-10 16:00:00,$24.0
ABS,2021-02-10 16:15:00,$21.8
ABS,2021-02-10 16:30:00,$20.0
ABS,2021-02-10 16:45:00,$19.8
ABS,2021-02-10 17:00:00,$33.2
ABS,2021-02-10 17:15:00,$25.6
ABS,2021-02-10 17:30:00,$33.8
ABS,2021-02-10 17:45:00,$31.6
ABS,2021-02-10 18:00:00,$22.8
ABS,2021-02-10 18:15:00,$28.0
ABS,2021-02-10 18:30:00,$22.2
ABS,2021-02-10 18:45:00,$19.8
PLA,2021-02-10 19:00:00,$13.2
ABS,2021-02-10 19:15:00,$20.8
PLA,2021-02-10 19:30:00,$6.0
ABS,2021-02-10 19:45:00,$24.8
PLA,2021-02-10 20:00:00,$4.4
PLA,2021-02-11 09:30:00,$0.4
PLA,2021-02-11 09:45:00,$10.8
PLA,2021-02-11 10:00:00,$16.2
ABS,2021-02-11 10:15:00,$19.8
PLA,2021-02-11 10:30:00,$9.6
PLA,2021-02-11 10:45:00,$10.2
ABS,2021-02-11 11:00:00,$18.8
PLA,2021-02-11 11:15:00,$16.6
PETG,2021-02-11 11:30:00,$17.0
ABS,2021-02-11 11:45:00,$27.4
PLA,2021-02-11 12:00:00,$12.4
PLA,2021-02-11 12:15:00,$13.6
PLA,2021-02-11 12:30:00,$13.8
ABS,2021-02-11 12:45:00,$20.8
ABS,2021-02-11 13:00:00,$21.8
ABS,2021-02-11 13:15:00,$19.8
ABS,2021-02-11 13:30:00,$20.6
ABS,2021-02-11 13:45:00,$24.6
PLA,2021-02-11 14:00:00,$12.8
PLA,2021-02-11 14:15:00,$11.8
ABS,2021-02-11 14:30:00,$21.6
PLA,2021-02-11 14:45:00,$10.8
ABS,2021-02-11 15:00:00,$18.8
ABS,2021-02-11 15:15:00,$24.4
ABS,2021-02-11 15:30:00,$19.8
ABS,2021-02-11 15:45:00,$28.8
ABS,2021-02-11 16:00:00,$18.6
PLA,2021-02-11 16:15:00,$16.4
ABS,2021-02-11 16:30:00,$21.8
ABS,2021-02-11 16:45:00,$22.2
PLA,2021-02-11 17:00:00,$14.2
ABS,2021-02-11 17:15:00,$23.2
PLA,2021-02-11 17:30:00,$14.0
ABS,2021-02-11 17:45:00,$25.2
ABS,2021-02-11 18:00:00,$27.4
ABS,2021-02-11 18:15:00,$28.8
ABS,2021-02-11 18:30:00,$17.6
ABS,2021-02-11 18:45:00,$27.6
ABS,2021-02-11 19:00:00,$17.2
ABS,2021-02-11 19:15:00,$18.2
PLA,2021-02-11 19:30:00,$7.8
PLA,2021-02-12 09:45:00,$2.0
ABS,2021-02-12 10:00:00,$24.8
ABS,2021-02-12 10:15:00,$19.6
ABS,2021-02-12 10:30:00,$20.4
